geo,year,efficiency_index,n_metrics
ACT,1990,0.4513014494295244,1
ACT,1991,0.4873959545987736,1
ACT,1992,0.4946612705744184,1
ACT,1993,0.5619257312731475,1
ACT,1994,0.5111644827213866,1
ACT,1995,0.45866135679025816,1
ACT,1996,0.49118309378819525,1
ACT,1997,0.5133893342293016,1
ACT,1998,0.5655446346638099,1
ACT,1999,0.4701374098575711,1
ACT,2000,0.5021359771322126,1
ACT,2001,0.5210661413310526,1
ACT,2002,0.4446607320308923,1
ACT,2003,0.47779296365605495,1
ACT,2004,0.5044789425489132,1
ACT,2005,0.496478725659399,1
ACT,2006,0.5539621272570128,1
ACT,2007,0.5212857789428978,1
ACT,2008,0.5841530582138892,1
ACT,2009,0.45794869001775335,1
ACT,2010,0.525193297150179,1
ACT,2011,0.5159910405250687,1
ACT,2012,0.527449547136368,1
ACT,2013,0.4959711189510224,1
ACT,2014,0.5495832736136225,1
ACT,2015,0.46552302163381354,1
ACT,2016,0.4275215610497317,1
ACT,2017,0.4776498701810602,1
ACT,2018,0.5825842141952388,1
ACT,2019,0.5131657439124024,1
ACT,2020,0.5039540164819453,1
ACT,2021,0.4913872331534791,1
ACT,2022,0.42969304319301244,1
ACT,2023,0.5007192027393426,1
ACT,2024,0.5678671042448192,1
ACT,2025,0.439278442139977,1
NSW,1990,0.5068718968760885,1
NSW,1991,0.4596865660127204,1
NSW,1992,0.43227284537796434,1
NSW,1993,0.5786884943416748,1
NSW,1994,0.4419822896076641,1
NSW,1995,0.5087428858766934,1
NSW,1996,0.39968456862227414,1
NSW,1997,0.5793426776392163,1
NSW,1998,0.3820885155750748,1
NSW,1999,0.5030138869464762,1
NSW,2000,0.420299059629778,1
NSW,2001,0.492903804171472,1
NSW,2002,0.4934298971153311,1
NSW,2003,0.46938870948799,1
NSW,2004,0.4744788423944386,1
NSW,2005,0.5060886914793025,1
NSW,2006,0.5291589967341422,1
NSW,2007,0.4495736021563414,1
NSW,2008,0.42710367315726455,1
NSW,2009,0.5321075230270357,1
NSW,2010,0.5456417509447375,1
NSW,2011,0.42210546367687296,1
NSW,2012,0.4987724240075064,1
NSW,2013,0.5368742661364057,1
NSW,2014,0.48990687490530316,1
NSW,2015,0.4714560685815945,1
NSW,2016,0.508468246409254,1
NSW,2017,0.5065191927511286,1
NSW,2018,0.5396968945341453,1
NSW,2019,0.465960570005253,1
NSW,2020,0.5165653082361771,1
NSW,2021,0.5419684907386836,1
NSW,2022,0.5215199366853688,1
NSW,2023,0.45275277369996847,1
NSW,2024,0.5472242115970313,1
NSW,2025,0.4754796486928851,1
NT,1990,0.4642623564134052,1
NT,1991,0.46691191884134486,1
NT,1992,0.4669300276632923,1
NT,1993,0.5342840428020705,1
NT,1994,0.5047695433994968,1
NT,1995,0.501957750421284,1
NT,1996,0.4711522565120933,1
NT,1997,0.4756095596661582,1
NT,1998,0.43977670272970454,1
NT,1999,0.5171068425935373,1
NT,2000,0.5048715139962321,1
NT,2001,0.47590443035180724,1
NT,2002,0.4883745265597837,1
NT,2003,0.492561781649556,1
NT,2004,0.47933464595972936,1
NT,2005,0.4830964490171271,1
NT,2006,0.4830831302914699,1
NT,2007,0.4422492226395032,1
NT,2008,0.4956369131332191,1
NT,2009,0.46442817962728494,1
NT,2010,0.5707948636351704,1
NT,2011,0.5053818843240727,1
NT,2012,0.5438441424379875,1
NT,2013,0.4741069932268192,1
NT,2014,0.6091925911762991,1
NT,2015,0.43668229435630895,1
NT,2016,0.45529994005697316,1
NT,2017,0.4920072782425468,1
NT,2018,0.4543220600237769,1
NT,2019,0.46532408110704193,1
NT,2020,0.5255978908501924,1
NT,2021,0.4722979131544454,1
NT,2022,0.4936027287434156,1
NT,2023,0.49262765918695856,1
NT,2024,0.6447673906752373,1
NT,2025,0.48522609230600533,1
QLD,1990,0.5464420394510934,1
QLD,1991,0.5257476048891221,1
QLD,1992,0.5165838926953865,1
QLD,1993,0.5250137543754638,1
QLD,1994,0.5260903635999049,1
QLD,1995,0.5206107919231683,1
QLD,1996,0.5182374781714756,1
QLD,1997,0.503104783242518,1
QLD,1998,0.5239402101269286,1
QLD,1999,0.5018544572754334,1
QLD,2000,0.4351306663380084,1
QLD,2001,0.5282584199889834,1
QLD,2002,0.4831016450697332,1
QLD,2003,0.5434139801414778,1
QLD,2004,0.5608468050442478,1
QLD,2005,0.5445344206139172,1
QLD,2006,0.4974118560369168,1
QLD,2007,0.4305966725382807,1
QLD,2008,0.46491283301267544,1
QLD,2009,0.4812880904988392,1
QLD,2010,0.4784853495157967,1
QLD,2011,0.48160816891321184,1
QLD,2012,0.5110501300040645,1
QLD,2013,0.5280673009989096,1
QLD,2014,0.5389504514814144,1
QLD,2015,0.466003584665425,1
QLD,2016,0.5096340855616001,1
QLD,2017,0.4887268512629932,1
QLD,2018,0.5328151391134643,1
QLD,2019,0.5606324263612544,1
QLD,2020,0.5270244988313767,1
QLD,2021,0.516817094078821,1
QLD,2022,0.48370411866899493,1
QLD,2023,0.5523005836693358,1
QLD,2024,0.47878913731140554,1
QLD,2025,0.5191825601217049,1
SA,1990,0.5157681426479881,1
SA,1991,0.48710392848984296,1
SA,1992,0.5304040708920731,1
SA,1993,0.5000772632346813,1
SA,1994,0.616402202380136,1
SA,1995,0.48216771832705424,1
SA,1996,0.5783672818954345,1
SA,1997,0.5723651345754716,1
SA,1998,0.5222196746006194,1
SA,1999,0.5228994674733511,1
SA,2000,0.44869322893006475,1
SA,2001,0.6015663700245876,1
SA,2002,0.5130556406302323,1
SA,2003,0.428633805796428,1
SA,2004,0.524298235834581,1
SA,2005,0.5632624047113832,1
SA,2006,0.5067969000584737,1
SA,2007,0.4922448695682366,1
SA,2008,0.4583512728435927,1
SA,2009,0.6095519011995197,1
SA,2010,0.5287453608952849,1
SA,2011,0.5083833675869063,1
SA,2012,0.6202011285330199,1
SA,2013,0.5194582025209025,1
SA,2014,0.45031081160715497,1
SA,2015,0.439800481450925,1
SA,2016,0.5274487230508229,1
SA,2017,0.547864433135893,1
SA,2018,0.5641850467650412,1
SA,2019,0.5083742756025613,1
SA,2020,0.5444900571927188,1
SA,2021,0.5019233786807876,1
SA,2022,0.5953961642759078,1
SA,2023,0.5487027663034753,1
SA,2024,0.5355413699700947,1
SA,2025,0.5418561107180362,1
TAS,1990,0.4947653003541421,1
TAS,1991,0.4801639132071282,1
TAS,1992,0.5075652893165843,1
TAS,1993,0.5281735949902429,1
TAS,1994,0.4670527219118819,1
TAS,1995,0.46381120564890993,1
TAS,1996,0.5083331071019037,1
TAS,1997,0.5177986502824852,1
TAS,1998,0.5168915472739372,1
TAS,1999,0.543762055735228,1
TAS,2000,0.4687302036077174,1
TAS,2001,0.42006230770713365,1
TAS,2002,0.5191267976747763,1
TAS,2003,0.6294105313181383,1
TAS,2004,0.510898051981824,1
TAS,2005,0.5065108584033026,1
TAS,2006,0.5048510993571711,1
TAS,2007,0.44352816976143755,1
TAS,2008,0.42834717503294295,1
TAS,2009,0.5383996377036703,1
TAS,2010,0.5334102801522221,1
TAS,2011,0.4898108548739562,1
TAS,2012,0.4608489884997359,1
TAS,2013,0.45895277103460647,1
TAS,2014,0.5008526379851126,1
TAS,2015,0.5342214254126285,1
TAS,2016,0.49564539437156135,1
TAS,2017,0.49531367334073045,1
TAS,2018,0.5845283585044101,1
TAS,2019,0.5440696489857245,1
TAS,2020,0.5815681281662242,1
TAS,2021,0.5484317912836857,1
TAS,2022,0.46845124985876996,1
TAS,2023,0.5626762447017787,1
TAS,2024,0.5401192877899331,1
TAS,2025,0.45422363115255465,1
VIC,1990,0.5237856340431276,1
VIC,1991,0.5435352472656114,1
VIC,1992,0.44678236345278216,1
VIC,1993,0.4858615995367262,1
VIC,1994,0.56282072129758,1
VIC,1995,0.44314654207494286,1
VIC,1996,0.5283241116318116,1
VIC,1997,0.5530595440298331,1
VIC,1998,0.4650170084344059,1
VIC,1999,0.508632456027136,1
VIC,2000,0.4689790723433386,1
VIC,2001,0.5337673414696285,1
VIC,2002,0.492574704131354,1
VIC,2003,0.4947621357298792,1
VIC,2004,0.4256558803665319,1
VIC,2005,0.5559269980341519,1
VIC,2006,0.5203648682037899,1
VIC,2007,0.39418478895351833,1
VIC,2008,0.5032319594628183,1
VIC,2009,0.5083938582575638,1
VIC,2010,0.5400203582614171,1
VIC,2011,0.4035335743019753,1
VIC,2012,0.4919375135005966,1
VIC,2013,0.49039719667295867,1
VIC,2014,0.45438593982164127,1
VIC,2015,0.5041885363410634,1
VIC,2016,0.5492153962800761,1
VIC,2017,0.5069053029489508,1
VIC,2018,0.49203585087750046,1
VIC,2019,0.5597417036288306,1
VIC,2020,0.5152955795463341,1
VIC,2021,0.5210370611157605,1
VIC,2022,0.4751224420603344,1
VIC,2023,0.4521944330809588,1
VIC,2024,0.48544010238814367,1
VIC,2025,0.5277448045157218,1
WA,1990,0.49154772973847144,1
WA,1991,0.48336458232240187,1
WA,1992,0.5156934322925516,1
WA,1993,0.5197906559232265,1
WA,1994,0.42647476480944563,1
WA,1995,0.45913807149183994,1
WA,1996,0.4546182859349172,1
WA,1997,0.5042586108977561,1
WA,1998,0.5285602600136488,1
WA,1999,0.5063408673966437,1
WA,2000,0.4998606058581284,1
WA,2001,0.49099552953207676,1
WA,2002,0.5120368396724791,1
WA,2003,0.5526256076003875,1
WA,2004,0.4114678126357387,1
WA,2005,0.4484315580550127,1
WA,2006,0.48678390267832555,1
WA,2007,0.5385234205006901,1
WA,2008,0.47117670509051524,1
WA,2009,0.5496312405616429,1
WA,2010,0.4466523735197648,1
WA,2011,0.5967177500741994,1
WA,2012,0.4221932591513861,1
WA,2013,0.4850942931724021,1
WA,2014,0.45041762760082776,1
WA,2015,0.5433412653819208,1
WA,2016,0.4094237822610633,1
WA,2017,0.47617238521758326,1
WA,2018,0.4606997732617884,1
WA,2019,0.5212852376063978,1
WA,2020,0.4706090734320373,1
WA,2021,0.5028003330474501,1
WA,2022,0.5041715782550928,1
WA,2023,0.5031820171455498,1
WA,2024,0.552075943722833,1
WA,2025,0.4784882733986012,1
